"","gene_short_name","value_1","value_2"
"1998","CG31998",8.0467,2.82414
"1999","CR46258,MED15,ush",14.5758,5.115
"2000","DCAF12",11.8418,4.15444
"2001","MCU",33.9908,11.9129
"2002","Amt",2.05783,0.719802
"2003","mtsh",2.57084,0.899085
"2004","brm",16.8414,5.88476
"2005","CG13532",1.40699,0.491527
"2006","Rab30",5.04874,1.76205
"2007","gfzf",15.1238,5.27411
"2008","Pino",134.308,46.7836
"2009","Dis3l2",13.7483,4.78088
"2010","piwi",25.05,8.70883
"2011","CG31139,rumi",17.0804,5.93305
"2012","bs",10.4056,3.61368
"2013","CR44392,tweek",4.02394,1.39688
"2014","sxc",16.133,5.59855
"2015","Naam",17.2049,5.94631
"2016","CG4455",25.5521,8.81298
"2017","vap",9.12045,3.14268
"2018","CdGAPr",9.5755,3.29764
"2019","nod",16.069,5.52353
"2020","pigeon",10.7241,3.68226
"2021","E(var)3-9",36.4869,12.5229
"2022","exu",114.103,39.1081
"2023","CR32636",2.82257,0.965793
"2024","pkaap",10.9119,3.7326
"2025","Zwilch",15.2039,5.19967
"2026","CG30046",1.24428,0.42553
"2027","CG9288",19.8918,6.79542
"2028","unc-45",17.7766,6.0679
"2029","capt",42.0526,14.3411
"2030","Dlg5",7.07996,2.41287
"2031","Sos",7.0149,2.39058
"2032","SAK",5.09385,1.73532
"2033","CG7139",9.69178,3.30003
"2034","Usp15-31",9.28621,3.16126
"2035","CG5056",36.8865,12.5544
"2036","CG4049",7.22272,2.45779
"2037","GstD2",382.578,130.165
"2038","Rab21",30.4474,10.3574
"2039","stv",51.8695,17.6421
"2040","CycE",36.7412,12.4827
"2041",NA,2.5767,0.875052
"2042","Wdr24",8.22186,2.79069
"2043","dx",13.1543,4.46119
"2044","CG5149",19.368,6.54246
"2045","prod",24.8564,8.39505
"2046","Pten",11.3976,3.84436
"2047","CG8620",27.6165,9.31389
"2048","CG2841",12.1339,4.09202
"2049","Shark",12.2783,4.13476
"2050","CG5346",8.55092,2.8794
"2051","tra2",19.1875,6.45623
"2052","Tl",23.4269,7.85528
"2053","CG6805",10.9429,3.66775
"2054","CG4476",30.6399,10.2667
"2055","Ts",20.5756,6.89125
"2056","CG5262",8.18324,2.7366
"2057","mms4",24.0681,8.03964
"2058","CG5292",26.9902,8.99421
"2059","CG9265",17.3451,5.7787
"2060","r2d2",16.2721,5.4192
"2061","wls",8.39408,2.79317
"2062","DNApol-eta",9.56461,3.18263
"2063","CG17528",13.0403,4.33915
"2064","Caf1-55",33.7708,11.2333
"2065","CG6330",9.08584,3.02184
"2066","mael",22.6893,7.54188
"2067","raw",9.8804,3.27891
"2068","ClC-c",12.1397,4.0256
"2069","beta-Spec",8.8327,2.92791
"2070","tkv",10.2165,3.38272
"2071","CG7632",22.2011,7.34324
"2072","CG12592",2.30322,0.760876
"2073","vih",32.3369,10.6707
"2074","CG4949",10.9047,3.59064
"2075","Patr-1",13.2823,4.36921
"2076","Klc",20.4232,6.71575
"2077","CG9747",7.30247,2.39594
"2078","dgt2,escl",42.4027,13.8886
"2079","glo",50.8657,16.66
"2080","CG4050",11.0794,3.62501
"2081","RIOK1",14.1875,4.63534
"2082","sowah",5.83042,1.90237
"2083","hyd",11.5199,3.75746
"2084","swa,swaPsi",54.6255,17.8115
"2085","HDAC1",43.9081,14.2908
"2086","gry",5.12101,1.66627
"2087","CG31249",19.4381,6.29775
"2088","Ogg1",14.8385,4.80691
"2089","CG3008",36.5564,11.8305
"2090","CG4617",8.07548,2.61284
"2091","CG1024",6.03202,1.94805
"2092","cmet",6.05781,1.9562
"2093","Pex23",5.62441,1.8104
"2094","CG10098",11.3273,3.64478
"2095","Lrr47",5.47073,1.75963
"2096","Tsp42Ef",89.84,28.8772
"2097","sw",1.06792,0.34289
"2098","CG14182",12.5519,4.02998
"2099","dnt",6.38857,2.04946
"2100","Vps11",7.49418,2.39627
"2101","mmy",34.2841,10.9599
"2102","CG32191",2.74978,0.878252
"2103","comt",5.10965,1.63194
"2104","CG18190",68.936,21.9556
"2105","step",19.9403,6.34375
"2106","CG16868",9.92008,3.15302
"2107","CG17018",24.9624,7.92017
"2108","cana",8.9876,2.84981
"2109","Clamp",29.6299,9.38884
"2110","Adf1",17.7427,5.61425
"2111","Fic",15.7896,4.9929
"2112","gus",151.381,47.6434
"2113","CG16984,dos",13.0138,4.09513
"2114","Tsp42Ee",38.4942,12.0971
"2115","Src42A",11.3091,3.55146
"2116","PIG-Q",7.52837,2.36354
"2117","CG6891",81.8696,25.6867
"2118","exd",19.7288,6.18762
"2119","CycD",32.649,10.2176
"2120","Myt1",15.3148,4.79183
"2121","CR45660,Pxn",7.11264,2.22194
"2122","CG2614",13.2174,4.12796
"2123","krimp",20.9809,6.53827
"2124","CG4570",135.905,42.3511
"2125","CG8202",5.33647,1.66043
"2126","l(2)gd1",8.53675,2.65373
"2127","PTP-ER",5.90774,1.83374
"2128","hoe1",14.5988,4.52572
"2129","Hsromega",93.1497,28.8551
"2130","Ptp69D",5.87851,1.81871
"2131","CG7376",3.34162,1.02983
"2132","Act88F",37.5548,11.5708
"2133","twf",16.2894,5.00228
"2134","CG11050",29.8641,9.16529
"2135","pgant6",9.94194,3.05087
"2136","Atg18b",5.7686,1.76877
"2137","borr",61.2649,18.7741
"2138","GMF",19.0711,5.83545
"2139","Fancm",3.5179,1.07442
"2140","Su(var)3-7",10.6073,3.2394
"2141","CG10013",2.85752,0.872147
"2142","CG12769,CG17977",7.23123,2.20587
"2143","tef",20.2382,6.1677
"2144","nonA-l",7.89759,2.40677
"2145","CalpB",5.94409,1.80963
"2146","CG32195,CG7341",19.6318,5.97662
"2147","cv",17.6116,5.34544
"2148","CG31875,SoYb",23.4396,7.105
"2149","CG6961",18.2522,5.53095
"2150","CG4757",3.99255,1.20971
"2151","SCCRO3",16.1577,4.89094
"2152","nAChRalpha4",17.8382,5.39696
"2153","CG7101",10.8148,3.27076
"2154","CG14971",10.8431,3.278
"2155","CG1416",31.641,9.511
"2156","Atxn7",2.55801,0.767078
"2157","CG5554",22.0514,6.61118
"2158","Mctp",4.35269,1.30415
"2159","Smyd4-4",9.63477,2.88488
"2160","WRNexo",35.5694,10.6393
"2161","CNPYb",11.5614,3.44571
"2162","Tsp42Eg",15.7476,4.67683
"2163","CG13192",16.5956,4.92126
"2164","CG8578",32.7465,9.66887
"2165","CG6425",10.3241,3.04453
"2166","Ire1",13.8999,4.08291
"2167","Usp32",3.985,1.16939
"2168","AttC",15.773,4.62849
"2169","scf",61.3841,17.9646
"2170","Wnk",8.26281,2.41441
"2171","dgo",5.592,1.63047
"2172","stwl",5.07787,1.47876
"2173","RNaseX25",17.4151,5.06513
"2174","CG7806",5.03138,1.46256
"2175","CG5004",23.8401,6.9256
"2176","CG14621",11.7374,3.39751
"2177","PlexB",2.85343,0.825113
"2178","CG4880",32.4061,9.35966
"2179","CG9992",23.9939,6.92182
"2180","CG3919",5.78918,1.67001
"2181","CG2678",3.48891,1.00568
"2182","RhoGAP92B",13.6841,3.93156
"2183","trbl",19.9042,5.713
"2184","CG10960",31.2793,8.96973
"2185","TfIIB",12.0882,3.46552
"2186","mip130",10.3474,2.96402
"2187","CR14033",26.5259,7.59666
"2188","CG13164",1.87773,0.537415
"2189","mtrm",74.2259,21.2017
"2190","CG12945",13.4998,3.84372
"2191","AnxB9",123.434,34.9834
"2192","LRR",13.2069,3.73922
"2193","Tsp39D",10.7939,3.04258
"2194","CR43670",4.42818,1.24593
"2195","Pif1",6.91302,1.94219
"2196","shams",17.795,4.9964
"2197","CG8012",11.6661,3.27072
"2198","Ugt86Da",4.79817,1.34379
"2199","CG32581",7.04346,1.96574
"2200","JhI-1",6.26676,1.74771
"2201","fal",13.8822,3.86855
"2202","CG31898",14.7818,4.11656
"2203","CG10417",27.4079,7.61427
"2204","PpV",24.3959,6.77272
"2205","ck",3.6837,1.01272
"2206","CG4553",7.55716,2.07286
"2207","chico",3.47425,0.949004
"2208","CG30037,GalT1",6.71947,1.83527
"2209","CG14695",6.96632,1.87799
"2210","phr",6.60685,1.77462
"2211","CG7888",38.9767,10.4617
"2212","sl",4.78351,1.2829
"2213","put",14.9044,3.99492
"2214","Adk1,CG5626",70.9519,19.0086
"2215","Tsp42En",6.11563,1.63576
"2216","CG14322",3.59004,0.959093
"2217","dimm",1.45335,0.387663
"2218","CG6923",6.36617,1.69606
"2219","CG18213",3.70479,0.984389
"2220","Tsp42El",33.8647,8.98762
"2221","smid",17.5807,4.66154
"2222","AOX1",2313.83,609.618
"2223","CG11857",30.5702,8.05266
"2224","Pa1",18.2718,4.80472
"2225","Mis12",23.0331,6.05109
"2226","Gadd45",30.0535,7.89071
"2227","CG7156",9.19617,2.41203
"2228","pim",88.0245,23.0103
"2229","pinta",14.4523,3.77515
"2230","Snm1",8.35453,2.16944
"2231","CG11700",2.14603,0.557076
"2232","twz",1.3428,0.347917
"2233","RAF2",7.0988,1.8376
"2234","CG9636",9.48769,2.45492
"2235","Rab40",32.4858,8.39881
"2236","CG1951,CR45044",6.73091,1.73363
"2237","CG7692",3.98661,1.02533
"2238","CG12567",29.2298,7.45169
"2239","CG7272",12.7409,3.22041
"2240","Lrrk",1.08011,0.271636
"2241","CG1275",29.9265,7.5254
"2242","Kap-alpha1",29.44,7.37182
"2243","CG14109",32.7346,8.19009
"2244","Hydr2",10.159,2.54161
"2245","CG1578,Hsc70-3",1662.25,415.813
"2246","CG9231",42.7755,10.6783
"2247","hng2",10.8064,2.69158
"2248","Spn77Bc",1.94739,0.484709
"2249","Vps50",5.92195,1.47398
"2250","cnir",12.2365,3.04009
"2251","CG1572",150.06,37.2674
"2252","MFS16",5.89625,1.4616
"2253","CG13384",6.73047,1.6667
"2254","CG1492",2.26157,0.557006
"2255","CG31886",3.26759,0.803461
"2256","CG7130",77.7173,19.0492
"2257","mei-41",2.1128,0.51355
"2258","CG30344",9.48471,2.29478
"2259","CG6967",6.62013,1.59776
"2260","sqz",3.81881,0.920693
"2261","RhoGAP54D",9.86364,2.37758
"2262","bam",7.02629,1.69176
"2263","vlc",21.0598,5.0583
"2264","CG5916",6.42305,1.53827
"2265","CG10147",2.85103,0.67732
"2266","Rbf2",8.74058,2.0743
"2267","twe",18.7035,4.43697
"2268","Msh6",5.39678,1.27869
"2269","RPA2",41.2363,9.73585
"2270","CG1942",5.07058,1.19443
"2271","lin",5.9843,1.40846
"2272","Lint-1",13.0493,3.06911
"2273","zuc",13.2868,3.12284
"2274","Mppe",7.40707,1.70536
"2275","Xrcc2",3.76177,0.865436
"2276","spn-E",9.62591,2.20503
"2277","CG15141",13.9611,3.19766
"2278","az2",3.96601,0.900521
"2279","Cyp6a19",62.659,14.0908
"2280","CR44704",34.8535,7.805
"2281","zpg",68.7552,15.2562
"2282","CG42857",25.6842,5.68705
"2283","CG8027",6.04287,1.33541
"2284","CG14079",1.96157,0.432433
"2285","CG31183",0.988576,0.217101
"2286","CG8321",20.2474,4.39243
"2287","spartin",3.56563,0.77326
"2288","CR46082",3.43975,0.745885
"2289","Nf-YB",8.90722,1.92966
"2290","mip120",15.549,3.34693
"2291","scyl",350.027,74.8419
"2292","Chd3",11.6264,2.47513
"2293","Sirt6",6.09217,1.2895
"2294","Dronc",16.0395,3.35874
"2295","rpr",2.3391,0.48877
"2296","Arc1",363.783,76.0039
"2297","Hsp67Ba",5.28718,1.09842
"2298","CG7744",18.3566,3.80521
"2299","lds",10.3958,2.08964
"2300","Parg",8.74703,1.73791
"2301","CG6928",5.08971,0.998317
"2302","Tsp42Ei",8.74858,1.70871
"2303","CG31694",24.0441,4.69526
"2304","CHKov2",5.87069,1.14062
"2305","Nct",7.77336,1.50375
"2306","CG6962",43.3897,8.13318
"2307","CG17186",13.424,2.45311
"2308","Grip71",11.0528,2.00153
"2309","Smyd4-3",4.18201,0.753143
"2310",NA,31.7529,5.6951
"2311","Gli",1.75196,0.312921
"2312","CG16884",9.77714,1.72642
"2313","CG34325",33.7429,5.95546
"2314","Hsp68",96.3687,16.9639
"2315","Trf",9.93519,1.73124
"2316","corolla",3.55347,0.606621
"2317","nos",40.7921,6.70531
"2318","CG16978",92.2507,14.9088
"2319","Daxx",8.31543,1.33581
"2320","Cpr66D",7.52678,1.20912
"2321","CR45682",14.5147,2.3243
"2322","Mcm10",11.3343,1.8034
"2323","GstE8",22.7404,3.61697
"2324","CG10669",1.63504,0.259391
"2325","CG2990",2.38821,0.376877
"2326","CG7110",7.31769,1.14545
"2327","CG6972",4.49784,0.703168
"2328","CG11655",9.81918,1.50137
"2329","CG43693,CR45119",158.667,23.9349
"2330","Cyp4p1,Cyp4p2",507.985,76.0597
"2331","AOX2",1.09167,0.162854
"2332","CR45807",10.0888,1.49051
"2333","CG15784,CR44471,CR45517",1819.88,266.554
"2334","Gem2",17.2958,2.52913
"2335","Inx7",12.4876,1.76099
"2336","Rep",6.63126,0.924597
"2337","pirk",56.9205,7.91998
"2338",NA,10.4179,1.43551
"2339","GstE7",46.0385,6.33643
"2340","CG44005",10.0641,1.33481
"2341","alphagamma-element:CR32865",28.4568,3.69605
"2342","Hsp26",3449.41,439.068
"2343","CG11426",29.0739,3.65138
"2344","upd3",7.71254,0.952521
"2345","CG10877",10.3417,1.26828
"2346","GstD4",6.12498,0.742904
"2347","Qtzl",3.76595,0.454298
"2348","Cht6",10.9303,1.30215
"2349","CG5853",46.2084,5.47673
"2350","CG12519",76.5597,9.00507
"2351","Hsp67Bc",5.79478,0.651837
"2352","Atx-1",9.66013,1.08318
"2353","CG42246",111.395,12.1586
"2354","CG12826",188.975,20.2647
"2355","CG6959",9.21184,0.966623
"2356","CG11437",4.27711,0.429229
"2357","slbo",4.52401,0.447371
"2358","GstD10",60.4887,5.92982
"2359","roX1",69.1622,6.64921
"2360","SPH93",3.82939,0.367895
"2361","CG4456,Hsp22",2751.86,262.782
"2362",NA,9.28648,0.858235
"2363","Vsx2",513.692,46.4923
"2364",NA,8.72683,0.760367
"2365","CG33468,CG33469",13.7689,1.16657
"2366","CG15239",3.23409,0.260224
"2367","Ir68a",1.89358,0.14821
"2368","CG42808",325.915,25.3971
"2369","Hsp70Bc",8.41439,0.629074
"2370","CG14752",58.4001,4.30395
"2371","CG32554,CG32557",953.761,67.2919
"2372","CG10359",14.8789,1.00466
"2373","CG17669",103.728,6.87458
"2374","CG8568",15.4825,0.989268
"2375",NA,4.44967,0.283653
"2376","sad",365.89,22.6147
"2377",NA,96.7505,5.71438
"2378","CG14096",43.2574,2.50399
"2379","CG18294",67.2521,3.86576
"2380","CG32214",181.815,9.5111
"2381","CR45280",1.13598,0.0556752
"2382","GstD5",43.1675,1.91962
"2383","CG10970,CG44325",457.973,19.6648
"2384","CR44923,Nep2",79.0579,3.33093
"2385",NA,20.2534,0.730957
"2386","CG13840",80.0407,2.87781
"2387","Act57B,snoRNA:660",884.796,27.7141
"2388","CG4115,snmRNA:419",22.4474,0.646494
"2389","ND2,trnM,trnW",479.225,7.002
